Number of Records,Table Name,Accession Number,City,Commission Cik,Commission File Number,Company Name,Crd Number,Date Incorporation,Is Amendment,Issuer Website,Jurisdiction Organization,Legal Status Form,Legal Status Other Desc,Name Of Issuer,Nature Of Amendment,Progress Update,State Or Country,Street1,Street2,Zip Code
1,2019q1.tsv,0001769638-19-000001,PITTSBURGH,1705726,007-00119,Honeycomb Portal LLC,289015,3/27/2017 12:00:00 AM,0,https://www.goodchroma.com,PA,Limited Liability Company,,Good Chroma LLC,,,PA,"3799 LOGAN FERRY RD., APT H",,15239
1,2019q1.tsv,0001669191-19-000094,Brooklyn,1669191,007-00035,NetCapital Funding Portal Inc.,283596,1/29/2016 12:00:00 AM,0,swooncitymusic.com,DE,Limited Liability Company,,Swoon City Music LLC,correcting end date from former filing.,,NY,502 Smith Street,,11231
1,2019q1.tsv,0001670254-19-000110,Los Angeles,1670254,007-00033,Wefunder Portal LLC,283503,2/8/2019 12:00:00 AM,0,http://www.pulpdigitalproductions.com,CA,Limited Liability Company,,Take Me to Tarzana LLC,,,CA,1917 Rodney Dr. #203,,90027
1,2019q1.tsv,0001668287-19-000006,San Diego,1668287,007-00026,Razitall Inc,,9/17/2018 12:00:00 AM,0,secretdays.co/,CA,Corporation,,SECRETDAYS CO.,,,CA,1658 Front Street,,92101
1,2019q1.tsv,0001765315-19-000003,SALEM,1746059,007-00162,"MainVest, Inc.",,2/19/2015 12:00:00 AM,1,www.salemspice.com,MA,Corporation,,"SALEM SPICE, INC.",Issuer is amending the terms of the offering and extending the offering deadline.,,MA,62 WHARF ST,,01970
1,2019q1.tsv,0001665160-19-000265,COLUMBUS,1665160,007-00007,"StartEngine Capital, LLC",,4/7/2017 12:00:00 AM,1,www.PopCom.Shop,DE,Corporation,,"Solutions Vending International, Inc.",Issuer is extending the length of their campaign by 30 days.,,OH,1275 KINNEAR AVE,,43212
1,2019q1.tsv,0001670254-19-000112,Austin,1670254,007-00033,Wefunder Portal LLC,283503,11/1/2012 12:00:00 AM,1,http://www.petitvour.com,TX,Limited Liability Company,,"Petit Vour, LLC",Disclose intent to convert to a C-Corp,,TX,1005 E Saint Elmo Rd,,78745
1,2019q1.tsv,0001670254-19-000113,PROVO,1670254,007-00033,Wefunder Portal LLC,283503,9/15/2014 12:00:00 AM,0,http://www.fluentworlds.com,DE,Corporation,,"Virtual Immersive Educational Worlds, Inc.",,,UT,3317 N. Cottonwood Lane,,84604
1,2019q1.tsv,0001665160-19-000266,AUSTIN,1665160,007-00007,"StartEngine Capital, LLC",,8/28/2018 12:00:00 AM,1,www.gurumd.net,DE,Corporation,,"GuruMD Virtual Med, Inc",Issuer is extending the length of their campaign by 46 days.,,TX,1515 SOUTH CAPITAL TEXAS HIGHWAY,SUITE 105,78746
1,2019q1.tsv,0001763661-19-000004,Santa Monica,1478147,008-68458,"MicroVenture Marketplace, Inc.",152513,3/1/2016 12:00:00 AM,0,www.kudu.com,DE,Corporation,,"Coursapp, Inc.",Add webinar transcript (attached to Form C as Exhibit H).,,CA,1111 Euclid St #301,,90403
1,2019q1.tsv,0001759125-19-000004,SAN FRANCISCO,1478147,008-68458,MicroVenture Marketplace Inc.,152513,1/30/2017 12:00:00 AM,0,http://outposttrade.com,DE,Corporation,,Outpost Trading Co,,The offering did not meet its target; funds being returned to investors.,CA,3470 19TH ST.,,94110
1,2019q1.tsv,0001760318-19-000003,TAMPA,1478147,008-68458,"MicroVenture Marketplace, Inc.",152513,2/26/2018 12:00:00 AM,0,www.fitpeak.com,FL,Limited Liability Company,,Physio LLC,,The offering did not meet its target; funds being returned to investors.,FL,2002 E. 5TH AVENUE #108,,33605
1,2019q1.tsv,0001754146-19-000001,NEW ORLEANS,1665614,007-00012,"NSSC Funding Portal, LLC",,9/21/2018 12:00:00 AM,0,https://www.alansonsdevelopment.com/bargeboardandbeams,DE,Limited Liability Company,,"Bargeboard & Beams, LLC",,"Target offering amount of $1,000 raised.",LA,5442 BURGUNDY STREET,,70117
1,2019q1.tsv,0001665160-19-000267,ESCONDIDO,1665160,007-00007,"StartEngine Capital, LLC",,5/23/2018 12:00:00 AM,0,https://www.cookieclubofamerica.com/,NV,Corporation,,Cookie Club of America Inc,,"At the close of the offering, the issuer closed on $10,654.",CA,910 DEL DIOS ROAD,#148,92029
1,2019q1.tsv,0001665160-19-000270,Marina Del Rey,1665160,007-00007,"StartEngine Capital, LLC",,12/29/2017 12:00:00 AM,0,hudway.co,DE,Corporation,,"HUDWAY, CORPORATION",,,CA,3221 carter ave 484,,90292
1,2019q1.tsv,0001665160-19-000273,Bourne,1665160,007-00007,"StartEngine Capital, LLC",,11/3/2016 12:00:00 AM,0,www.trella.io,MA,Limited Liability Company,,Trella Technologies LLC,,,MA,173 Clay Pond Rd.,,02532
1,2019q1.tsv,0001743861-19-000003,,,,,,,0,,,,,10XTS INC,,,,,,
1,2019q1.tsv,0001771010-19-000001,SAN DIEGO,1603038,008-69440,"SI SECURITIES, LLC",170937,1/4/2017 12:00:00 AM,0,https://hohm.life,DE,Corporation,,Hohm Inc.,,,CA,2159 INDIA STREET,,92101
1,2019q1.tsv,0001695816-19-000005,Bellingham,1478147,008-68458,MicroVenture Marketplace Inc.,152513,7/6/2016 12:00:00 AM,0,https://fensens.com/,DE,Corporation,,"Fensens, Inc.",Add webinar transcript (attached to Form C as Exhibit G).,,WA,383 E. Laurel Rd.,,98226
1,2019q1.tsv,0001665160-19-000276,New York,1665160,007-00007,"StartEngine Capital, LLC",,1/26/2018 12:00:00 AM,0,www.cheapplate.com,DE,Corporation,,Cheap Plate Inc.,,,NY,"306 E 92nd Street, Apt 1R",,10128
1,2019q1.tsv,0001765325-19-000003,SALEM,1746059,007-00162,"MainVest, Inc.",,4/12/2018 12:00:00 AM,0,https://twistedescaperoom.com,MA,Limited Liability Company,,TWISTED ESCAPE ROOM LLC,,"Our best estimate of the total amount raised by Issuer in the offering is $41,200. The funds are currently being processed. The actual amount may be lower.",MA,207 WASHINGTON ST,,01970
1,2019q1.tsv,0001770023-19-000001,Austin,1478147,008-68458,MicroVentures Marketplace Inc.,152513,5/29/2018 12:00:00 AM,0,www.hitreset.io,TX,Limited Liability Company,,Hit Reset LLC,,,TX,1914 E. 6th,#6918,78702
1,2019q1.tsv,0001665160-19-000278,IDAHO FALLS,1665160,007-00007,"StartEngine Capital, LLC",,10/29/2015 12:00:00 AM,1,www.diviniawater.com,ID,Corporation,,"Divinia Water, Inc.",Issuer is extending the length of their campaign by 42 days.,,ID,149 CHESTNUT ST.,,83402
1,2019q1.tsv,0001670254-19-000116,San Francisco,1670254,007-00033,Wefunder Portal LLC,283503,5/22/2018 12:00:00 AM,0,http://sevenstillsofsf.com,DE,Corporation,,"Seven Stills, Inc",Updated closing date to 4/20/19,,CA,1439 Egbert Ave Unit C,,94124
1,2019q1.tsv,0001670254-19-000118,San Francisco,1670254,007-00033,Wefunder Portal LLC,283503,4/1/2015 12:00:00 AM,1,http://www.circlemedical.com,DE,Corporation,,"Circle Medical Technologies, Inc.",Update investment agreement,,CA,333 1st Street,,94105
1,2019q1.tsv,0001669191-19-000098,Portland,1669191,007-00035,NetCapital Funding Portal Inc.,283596,4/5/2017 12:00:00 AM,0,www.ORPC.co,DE,Corporation,,"Ocean Renewable Power Company, Inc.",issuer updated pitch deck.,,ME,254 Commercial St,Suite 119B,04101
1,2019q1.tsv,0001665160-19-000281,New York,1665160,007-00007,"StartEngine Capital, LLC",,2/19/2015 12:00:00 AM,0,www.paygevity.com,DE,Corporation,,Paygevity Inc.,,,NY,"142 West 57th Street, 7th Floor",,10019
1,2019q1.tsv,0001669191-19-000101,Gretna,1669191,007-00035,NetCapital Funding Portal Inc.,283596,7/7/2017 12:00:00 AM,0,DigDates.com,DE,Corporation,,"Dig Dates, Inc.",issuer extended offering deadline.,,LA,419 Romain St,,70053
1,2019q1.tsv,0001769270-19-000004,HOUSTON,1705726,007-00119,Honeycomb Portal LLC,289015,7/18/2017 12:00:00 AM,0,http://supperpgh.com/,PA,Limited Liability Company,,Supper LLC,Update to compensation to intermediary disclosure,,PA,221 THAD STREET,,15432
1,2019q1.tsv,0001769270-19-000005,PITTSBURGH,1705726,007-00119,Honeycomb Portal LLC,289015,3/27/2017 12:00:00 AM,0,https://www.goodchroma.com,PA,Limited Liability Company,,Good Chroma LLC,Update to compensation to intermediary disclosure,,PA,"3799 LOGAN FERRY RD., APT H",,15239
1,2019q1.tsv,0001735243-19-000001,PITTSBURGH,,,,,3/2/2018 12:00:00 AM,0,www.plattformpgh.com,DE,Limited Liability Company,,"Platform at 930, LLC",,,PA,456 S GRAHAM ST.,,15232
1,2019q1.tsv,0001735243-19-000002,PITTSBURGH,,,,,3/2/2018 12:00:00 AM,0,www.plattformpgh.com,DE,Limited Liability Company,,"Platform at 930, LLC",,,PA,456 S GRAHAM ST.,,15232
1,2019q1.tsv,0001593780-19-000001,PASADENA,,,,,4/9/2013 12:00:00 AM,0,www.edisun.com,DE,Corporation,,"Edisun Microgrids, Inc.",,,CA,130 W. UNION ST.,,91103
1,2019q1.tsv,0001665160-19-000283,PELHAM,1665160,007-00007,"StartEngine Capital, LLC",,8/14/2018 12:00:00 AM,1,www.vizrom.com,DE,Corporation,,Vizrom Inc.,Issuer is extending their campaign and has updated the development stage.,,AL,1848 TRAILRIDGE DRIVE,,35124
1,2019q1.tsv,0001725124-19-000001,NEWTONVILLE,,,,,6/15/2016 12:00:00 AM,0,www.rhymella.com,DE,Corporation,,"Rhymella, Inc",,,MA,"PO BOX 600511, 897 WASHINGTON STREET",,02460
1,2019q1.tsv,0001767504-19-000001,NEW YORK,1665614,007-00012,"NSSC Funding Portal, LLC",,1/22/2019 12:00:00 AM,0,http://s3arc.com/,DE,Limited Liability Company,,Brooklyn Heights Farm Residences LLC,,,NY,525 W. 52ND STREET,#18FN,10019
1,2019q1.tsv,0001665160-19-000286,Mission Viejo,1665160,007-00007,"StartEngine Capital, LLC",,9/28/2018 12:00:00 AM,0,https://www.instagram.com/atmland/,CA,Limited Liability Company,,"Red Lilly Management, LLC",,,CA,25913 Blascos,,92691
1,2019q1.tsv,0001761087-19-000002,LOUISVILLE,1478147,008-68458,"MicroVenture Marketplace, Inc.",152513,2/3/2016 12:00:00 AM,0,www.rowvigor.com,DE,Limited Liability Company,,ROW ViGOR,,Investments did not meet offering minimum; funds being returned to investors.,CO,157 S. WASHINGTON AVE,,80027
1,2019q1.tsv,0001763661-19-000005,SANTA MONICA,1478147,008-68458,"MicroVenture Marketplace, Inc.",152513,3/1/2016 12:00:00 AM,0,www.kudu.com,DE,Corporation,,Coursapp Inc.,,Investments did not reach offering minimum; funds being returned to investors.,CA,1111 EUCLID ST #301,#301,90403
1,2019q1.tsv,0001665160-19-000287,KANSAS CITY,1665160,007-00007,"StartEngine Capital, LLC",,12/29/2016 12:00:00 AM,0,www.mycroft.ai,DE,Corporation,,Mycroft AI Inc.,,"At the close of the offering, the issuer closed on $1,069,759.57 and 683,828 number of securities.",MO,300 E 39TH STREET,SUITE 4I,64111
1,2019q1.tsv,0001665160-19-000288,BEND,1665160,007-00007,"StartEngine Capital, LLC",,1/12/2018 12:00:00 AM,0,www.ellaandoak.com,OR,Limited Liability Company,,Ella & Oak LLC,,"The amount raised at the time of closing is $107,000.",OR,2124 NW HIGH LAKES LOOP,,97703
1,2019q1.tsv,0001669191-19-000103,Portland,1669191,007-00035,NetCapital Funding Portal Inc.,283596,4/5/2017 12:00:00 AM,0,www.ORPC.co,DE,Corporation,,"Ocean Renewable Power Company, Inc.",issuer updated key people.,,ME,254 Commercial St,Suite 119B,04101
1,2019q1.tsv,0001731189-19-000002,WASHINGTON DC,,,,,11/28/2017 12:00:00 AM,0,www.neighborhooddevelopment.com,DC,Limited Liability Company,,3451 Benning LLC,,,DC,3232 GEORGIA AVE NW,SUITE 100,20010
1,2019q1.tsv,0001731189-19-000003,WASHINGTON DC,,,,,11/28/2017 12:00:00 AM,0,www.neighborhooddevelopment.com,DC,Limited Liability Company,,3451 Benning LLC,,,DC,3232 GEORGIA AVE NW,SUITE 100,20010
1,2019q1.tsv,0001670254-19-000120,Ypsilanti,1670254,007-00033,Wefunder Portal LLC,283503,8/28/2009 12:00:00 AM,0,http://www.unityvibrationkombucha.com,MI,Limited Liability Company,,Unity Vibration Living Kombucha Tea LLC,,,MI,UVK Beer,,48198
1,2019q1.tsv,0001665160-19-000289,NEWPORT BEACH,1665160,007-00007,"StartEngine Capital, LLC",,4/27/2007 12:00:00 AM,1,www.yourcarourdriver.com,CA,Corporation,,"Your Car, Our Driver, Inc.",Issuer is extending the length of their campaign by 39 days.,,CA,"2901 W COAST HIGHWAY, STE 200",STE 200,92663
1,2019q1.tsv,0001670254-19-000123,Boston,1670254,007-00033,Wefunder Portal LLC,283503,3/1/2019 12:00:00 AM,0,http://www.comoaudio.com,DE,Corporation,,"Como Audio, Inc",,,MA,21  Drydock Avenue,,02210
1,2019q1.tsv,0001665160-19-000290,PACIFIC PALISADES,1665160,007-00007,"StartEngine Capital, LLC",,7/16/2014 12:00:00 AM,1,https://healclinics.com/,NV,Corporation,,HEAL Diabetes Clinics Inc,Issuer is extending the length of their campaign by 39 days.,,CA,15332 ANTIOCH STREET PMB438,,90272
1,2019q1.tsv,0001728559-19-000002,BIRMINGHAM,1751525,007-00167,OpenDeal Portal LLC,283874,9/12/2017 12:00:00 AM,0,https://www.totle.com,DE,Corporation,,Totle Inc.,Update to jurisdictions list and website spelling due to scrivener's error.,,MI,260 E BROWN STREET,SUITE 200,48009
1,2019q1.tsv,0001739450-19-000003,Chicago,1478147,008-68458,"MicroVenture Marketplace, Inc.",152513,4/12/2018 12:00:00 AM,1,http://fluent-forever.com,DE,Corporation,,Fluent Forever Inc.,"Extending raise deadline to April 8, 2019 and raising maximum offering amount to $1.07 million. Financial statements were reviewed by an independent CPA and are included as Exhibit A. The Company Summary has also been updated (Exhibit B).",,IL,1645 W Ogden Ave,Unit 404,60612
1,2019q1.tsv,0001765300-19-000003,Atlanta,1478147,008-68458,"MicroVenture Marketplace, Inc.",152513,8/14/2014 12:00:00 AM,0,www.fanbeat.com,DE,Corporation,,"FanBeat, Inc.",Add webinar transcript (attached to Form C as Exhibit G).,,GA,309 East Paces Ferry Road NE,Suite 400,30305
1,2019q1.tsv,0001421744-19-000001,JUPITER,1603038,008-69440,"SI SECURITIES, LLC",170937,7/26/2006 12:00:00 AM,0,https://cytonics.com/,FL,Corporation,,Cytonics Corp,,,FL,555 HERITAGE DRIVE,SUITE 115,33458
1,2019q1.tsv,0001670254-19-000127,Encinitas,1670254,007-00033,Wefunder Portal LLC,283503,12/11/2015 12:00:00 AM,0,http://neurohacker.com,WY,Limited Liability Company,,"Neurohacker Collective, LLC",,"The final number is $259,714.00 in investments.",CA,179 Calle Magdalena,Suite 100,92024
1,2019q1.tsv,0001670254-19-000133,Encinitas,1670254,007-00033,Wefunder Portal LLC,283503,12/11/2015 12:00:00 AM,0,http://neurohacker.com,WY,Limited Liability Company,,"Neurohacker Collective, LLC",,,CA,179 Calle Magdalena,,92024
1,2019q1.tsv,0001665160-19-000292,Reno,1665160,007-00007,"StartEngine Capital, LLC",,8/15/2018 12:00:00 AM,0,www.seatamigo.com,NV,Corporation,,Seat Amigo Inc.,,,NV,2641 Spearpoint Dr.,,89509
1,2019q1.tsv,0001665160-19-000293,SAGLE,1665160,007-00007,"StartEngine Capital, LLC",,6/13/2018 12:00:00 AM,1,www.rhino-hide.com,ID,Limited Liability Company,,Rhino Hide LLC,Issuer is extending the length of their campaign by 30 days.,,ID,273 BIRCH BANKS,,83860
1,2019q1.tsv,0001665160-19-000294,WEST HOLLYWOOD,1667145,007-00015,"truCrowd, Inc",283063,3/19/2014 12:00:00 AM,0,www.startengine.com,DE,Corporation,,"STARTENGINE CROWDFUNDING, INC.",,"At the close of the offering, the issuer closed on $213,892.50 and 160 number of securities.",CA,750 N SAN VICENTE BLVD.,STE 800 WEST,90069
1,2019q1.tsv,0001665160-19-000295,,,,,,,0,,,,,Cheap Plate Inc.,,,,,,
1,2019q1.tsv,0001731872-19-000001,MARYLAND HEIGHTS,,,,,1/18/2017 12:00:00 AM,0,https://wellbeingbrewing.com/,MO,Limited Liability Company,,Wellbeing Brewing Company LLC,,,MO,45  PROGRESS PARKWAY,,63043
1,2019q1.tsv,0001665160-19-000296,,,,,,,0,,,,,Rentah Inc,,,,,,
1,2019q1.tsv,0001665160-19-000299,Sherman Oaks,1665160,007-00007,"StartEngine Capital, LLC",,6/9/2017 12:00:00 AM,0,https://www.GenerationGenius.com,DE,Corporation,,"Generation Genius, Inc.",,,CA,14622 Ventura Blvd #2026,,91403
1,2019q1.tsv,0001752130-19-000002,BROOKLYN,1751525,007-00167,OpenDeal Portal LLC,283874,4/11/2018 12:00:00 AM,0,https://coverus.health/,DE,Corporation,,"CoverUS, Inc",,"The Offering successfully raised $114,936 on March 23, 2019.",NY,"BROOKLYN NAVY YARD, BUILDING 128",,11201
1,2019q1.tsv,0001670254-19-000135,Wilminton,1670254,007-00033,Wefunder Portal LLC,283503,6/10/2016 12:00:00 AM,0,https://shopmove.co/,DE,Corporation,,"Inhabit.io, Inc",Add early bird terms,,DE,2711 Centerville Road,,19808
1,2019q1.tsv,0001670254-19-000139,New York,,,,,7/7/2014 12:00:00 AM,0,http://www.hotelsbyday.com,NY,Limited Liability Company,,"Hospitality Innovated, LLC",,,NY,545 fifth avenue,,10017
1,2019q1.tsv,0001742010-19-000001,OAKLAND,1690300,007-00133,"MiTec, PBC",292759,7/29/2013 12:00:00 AM,0,www.absinthia.com,CA,Limited Liability Company,,"Absinthia's Bottled Spirits, LLC",,,CA,1962 Leimert Blvd,,94602
1,2019q1.tsv,0001670254-19-000140,Austin,,,,,5/3/2016 12:00:00 AM,0,http://www.hopsandgrain.com/,TX,Limited Liability Company,,"Hops and Grain Production, LLC",,,TX,507 Calles St.,Suite 101,78702
1,2019q1.tsv,0001755490-19-000002,HOUSTON,1667892,007-00023,NextSeed US LLC,283225,12/20/2017 12:00:00 AM,0,https://www.carmelosrestaurant.com/,TX,Limited Liability Company,,"Benmelos, LLC",Issuer updated its website address in its disclosure statement; Issuer added its new brand name to its online offering content to accurately reflect its rebranding.,,TX,14795 MEMORIAL DR.,,77079
1,2019q1.tsv,0001665160-19-000304,Marina Del Rey,1665160,007-00007,"StartEngine Capital, LLC",,12/29/2017 12:00:00 AM,0,hudway.co,DE,Corporation,,"HUDWAY, CORPORATION",Correcting a typo in the offering memorandum related to oversubscription amount,,CA,3221 carter ave 484,,90292
1,2019q1.tsv,0001670254-19-000144,Fort Worth,,,,,1/7/2008 12:00:00 AM,0,http://www.kwamebaah.com,TX,Limited Liability Company,,Kwame Palace LLC,,,TX,3515 Sycamore School Rd,,76133
1,2019q1.tsv,0001670254-19-000147,Las Vegas,,,,,1/27/2017 12:00:00 AM,0,http://www.iwfsaveswater.com,WY,Corporation,,"Industry Water Filtration, Inc.",,,NV,2780 South Jones Blvd.,,89146
1,2019q1.tsv,0001665160-19-000308,Las Vegas,1665160,007-00007,"StartEngine Capital, LLC",,5/6/2018 12:00:00 AM,0,www.altazeroemissionstransportation.com,NV,Corporation,,Alta Zero Emissions Solutions Inc.,,,NV,3960 Howard Hughes Parkway,Suite 500,89169
1,2019q1.tsv,0001670254-19-000151,Oakland,,,,,9/3/2015 12:00:00 AM,0,http://www.crookedcitycider.taphousecom,CA,Limited Liability Company,,Crooked City Cider LLC,,,CA,206 Broadway,,94607
1,2019q1.tsv,0001665160-19-000306,PROVIDENCE,1665160,007-00007,"StartEngine Capital, LLC",,7/31/2017 12:00:00 AM,0,www.letstogobox.com,RI,Corporation,,ToGoBOX Inc.,,"At the close of the offering, the issuer closed on $48,565 and 243,455 number of securities.",RI,10 DORRANCE ST,SUITE 700,02903
1,2019q1.tsv,0001670254-19-000154,Playa Vista,,,,,8/10/2016 12:00:00 AM,0,http://www.70MillionJobs.com,DE,Corporation,,"70Million Resources, Inc.",,,CA,c/o WeWorks 12130 Millenium Drive,,90094
1,2019q1.tsv,0001666102-19-000007,OGDEN,1666102,007-00042,Mr. Crowd,284278,10/26/2016 12:00:00 AM,0,https://VibravisionUSA.com,UT,Limited Liability Company,,"Vibravision, LLC.",Extend the offering deadline,,UT,1710 WALL AVE,,84404
1,2019q1.tsv,0001669191-19-000105,Ashland,1669191,007-00035,NetCapital Funding Portal Inc.,283596,8/26/2016 12:00:00 AM,0,https://www.braidyindustries.com/,DE,Corporation,,"Braidy Industries, Inc.","issuer extending offering to june 15, 2019.",,KY,1544 Winchester Avenue,Third Floor,41101
1,2019q1.tsv,0001669191-19-000107,Tempe,1669191,007-00035,NetCapital Funding Portal Inc.,283596,1/1/2012 12:00:00 AM,0,www.godsgardentreasures.com,AZ,Limited Liability Company,,God's Garden Treasures LLC,issuer extended offering deadline.,,AZ,2219 S 48th Street,Suite G,85282
1,2019q1.tsv,0001670254-19-000157,Atlanta,1670254,007-00033,Wefunder Portal LLC,283503,7/27/2016 12:00:00 AM,0,http://ww.techhivemind.com,CO,Limited Liability Company,,Bee Consultants dba HiveMind LLC,,,GA,"925 B Peachtree Street, Suite 138",,30309
1,2019q1.tsv,0001665160-19-000311,Cheyenne,1665160,007-00007,"StartEngine Capital, LLC",,6/26/2018 12:00:00 AM,0,https://healthereum.com/,WY,Limited Liability Company,,Healthereum LLC,,,WY,106 E Lincolnway Ste 307,,82001
1,2019q1.tsv,0001765252-19-000002,DETROIT,1667145,007-00015,"truCrowd, Inc",283063,3/16/2018 12:00:00 AM,0,www.qwikleaf.com,MI,Limited Liability Company,,QWIKLEAF LLC,"Extended the closing date of the offering to May 31st, 2019",,MI,3320 SPINNAKER LN,5B,48207
1,2019q1.tsv,0001665160-19-000313,HENDERSON,1665160,007-00007,"StartEngine Capital, LLC",,4/26/2017 12:00:00 AM,0,www.urentme.com,NV,Limited Liability Company,,URentMe LLC,,"At the close of the offering, the issuer closed on $30,234.65 and 132,960 number of securities.",NV,"871 CORONADO CENTER DRIVE, SUITE 200",SUITE 200,89052
1,2019q1.tsv,0001665160-19-000314,BRONX,1665160,007-00007,"StartEngine Capital, LLC",,6/12/2018 12:00:00 AM,1,https://www.drinkginjan.com,DE,Corporation,,"Ginjan Bros, Inc",Issuer is extending the length of their campaign by 32 days.,,NY,800 GRAND CONCOURSE,1 JS,10451
1,2019q1.tsv,0001665160-19-000315,RICHMOND,1665160,007-00007,"StartEngine Capital, LLC",,10/4/2018 12:00:00 AM,1,www.proctor360.com,VA,Corporation,,"Proctor360, Inc",Issuer is extending the length of their campaign by 32 days.,,VA,1311 HIGH POINT AVE.,,23230
1,2019q1.tsv,0001666102-19-000008,HENDERSON,1666102,007-00042,Mr. Crowd,284278,10/7/2015 12:00:00 AM,0,https://successbymedia.com,NV,Limited Liability Company,,Success By Media LLC,Extend the offering deadline,,NV,170 S GREEN VALLEY PKWY,SUITE 300,89013
1,2019q1.tsv,0001743601-19-000001,BELLE CHASSE,1667145,007-00015,"truCrowd, Inc",283063,5/29/2018 12:00:00 AM,0,www.iambean.us,LA,Corporation,,Building Economic Advancement Network Corp,"Extend expiration date of the offering to July 1st, 2019.",,LA,101 OAK PARK CT.,,70037
1,2019q1.tsv,0001734991-19-000001,SLIGO,,,,,5/8/2008 12:00:00 AM,0,https://www.clarionriverorganics.com/p/csa.html,PA,Limited Liability Company,,"Local X Change, LLC",,,PA,824 WHITMER ROAD,,16255
1,2019q2.tsv,0001755873-19-000001,NEW YORK,1672732,007-00046,OpenDeal Inc. dba &quot;Republic&quot;,283874,11/12/2015 12:00:00 AM,0,www.avisuwall.com,DE,Corporation,,Visuwall Technologies Inc.,,"The offering successfully closed on April 1, 2019 with $104,818.00 of investment commitments recorded, although a final accounting has not been completed.",NY,15 PARK ROW #18L,,10038
1,2019q2.tsv,0001668287-19-000009,TYLER,1668287,007-00026,Razitall Inc,,3/18/2019 12:00:00 AM,0,www.shiraproductions.com,TX,Limited Liability Company,,"Shira Productions, LLC",,,TX,1011 RHODES DRIVE,,75701
1,2019q2.tsv,0001723949-19-000001,CINCINNATI,,,,,8/28/2017 12:00:00 AM,0,www.alto-pizza.com,OH,Limited Liability Company,,Fatwood LLC,,,OH,7406 JAGER CT.,,45230
1,2019q2.tsv,0001760049-19-000002,NEW YORK,1478147,008-68458,MicroVentures Marketplace Inc.,152513,11/22/2017 12:00:00 AM,0,www.coinseed.co,DE,Corporation,,"Coinseed, Inc.",,"$131,229 in investments. Payments still being processed; final number not yet determined.",NY,1460 BROADWAY,,10036
1,2019q2.tsv,0001665160-19-000317,Dallas,1665160,007-00007,"StartEngine Capital, LLC",,9/14/2018 12:00:00 AM,0,https://www.arygin.com,DE,Corporation,,Arygin Corporation,,,TX,13155 Noel Rd,Suite 900,75240
1,2019q2.tsv,0001758188-19-000002,,,,,,,0,,,,,"Throwback Family Fun, LLC",,,,,,
1,2019q2.tsv,0001772270-19-000001,DORCHESTER,1746059,007-00162,"MainVest, Inc.",,2/13/2019 12:00:00 AM,0,www.thirdcliffbakery.com,MA,Limited Liability Company,,THIRD CLIFF BAKERY LLC,,,MA,196 QUINCY ST,,02121
1,2019q2.tsv,0001669191-19-000109,New Castle County,1669191,007-00035,NetCapital Funding Portal Inc.,283596,10/6/2017 12:00:00 AM,0,www.subba-cultcha.com,DE,Corporation,,Subba Media Inc,issuer extended offering deadline.,,DE,1209 Orange Street,,19801
1,2019q2.tsv,0001758188-19-000003,,,,,,,0,,,,,"Throwback Family Fun, LLC",,,,,,
1,2019q2.tsv,0001731540-19-000003,Rockville,,,,,2/23/2017 12:00:00 AM,0,www.wolfpack.run,MD,Corporation,,Jonathan Chashper,,,MD,1 Research Ct,Suite 450,20850
1,2019q2.tsv,0001736283-19-000008,SAN FRANCISCO,1751525,007-00167,OpenDeal Portal LLC,283874,10/23/2015 12:00:00 AM,0,http://amplemeal.com,DE,Corporation,,"Ample Foods, Inc.",,"The offering successfully raised $792,849 from 1242 investors on March 28, 2019, although a final accounting has not taken place.",CA,55 RODGERS ST.,,94103
1,2019q2.tsv,0001739571-19-000001,LAS VEGAS,,,,,9/20/2011 12:00:00 AM,0,www.crabcornerlv.com,NV,Limited Liability Company,,"Crab Corner II, LLC",,,NV,6485 S. RAINBOW BLVD. 104,,89118
1,2019q2.tsv,0001665160-19-000319,AUSTIN,1665160,007-00007,"StartEngine Capital, LLC",,4/18/2016 12:00:00 AM,1,www.lettuce.fm,DE,Corporation,,"Lettuce Networks, Inc.",Issuer is extending the length of their campaign by 28 days.,,TX,3404 OAK SPRINGS DRIVE,,78705
1,2019q2.tsv,0001666102-19-000009,SANDY,1666102,007-00042,Mr. Crowd,284278,5/17/2013 12:00:00 AM,0,http://businessmindsrandd.com/,UT,Limited Liability Company,,"Outlook Corporate Consulting, LLC.",Extend the offering deadline,,UT,9130 SOUTH STATE STREET,,84070
1,2019q2.tsv,0001766620-19-000003,SAN FRANCISCO,1603038,008-69440,"SI SECURITIES, LLC",170937,5/26/2017 12:00:00 AM,0,https://www.gimmeradio.com,DE,Corporation,,Gimme Radio Inc.,,"The issuer raised approximately $203,500.00 during the offering period. Payments are still being processed; the exact amount has yet to be determined.",CA,520 HAMPSHIRE ST,SUITE 206,94110
1,2019q2.tsv,0001770563-19-000001,SAXONBURG,1705726,007-00119,Honeycomb Portal LLC,289015,4/1/2014 12:00:00 AM,0,https://www.batch-homegrown-handmade.com/home.html,PA,Limited Liability Company,,Batch LLC,,,PA,230 WEST MAIN ST,,16056
